"Gas.Utility","Electric.Utility","Customer.Type","Total.Project.Cost","Total.Incentives","Fuel.Type","Year.Home.Built","Size.of.Home","Measure.Type","FYES","HRGJ"
14,8,1,11550,2900,9,1930,1020,1,46,2
10,5,2,6340,0,9,1999,2300,1,155,2
13,7,2,9484,0,9,1986,1859,1,586,2
14,8,1,8000,4000,9,1900,1232,1,146,2
14,8,2,4680,0,9,1832,1088,1,120,2
14,8,2,4880,0,9,1970,3241,1,20,2
10,5,2,3620,0,9,1989,3000,1,47,2
10,5,2,4000,0,9,1971,1970,1,30,2
3,2,2,8695,0,9,1926,1800,1,98,2
11,6,1,5450,2725,9,1875,2467,1,250,2
14,8,2,6700,0,9,1941,1172,1,91,2
14,8,2,9633,0,9,1933,2360,1,339,2
14,8,1,7855,3928,9,1962,1662,1,138,2
11,6,1,6039,3019,1,1951,1781,1,206,2
1,2,2,6800,0,10,1927,2230,1,1659,2
11,6,1,17239,4000,9,1920,1560,1,626,2
14,8,2,4677,0,9,1986,2300,1,127,2
14,4,1,7107,2553,9,1940,1448,1,326,2
14,8,1,4464,2232,9,1980,1120,1,129,2
4,6,1,9000,4000,9,1951,1064,1,263,2
1,6,1,32410,5000,1,1852,2298,1,1416,2
11,6,2,6300,0,9,1957,1456,1,20,2
11,6,2,4790,0,9,2000,1344,1,8,2
1,3,2,11550,0,10,1964,1938,1,1336,2
11,6,2,3763,0,9,1974,1248,1,7,2
9,5,1,3890,1167,9,1962,1776,1,62,2
1,6,1,24314,4000,10,1885,1886,1,937,2
14,8,1,9714,4000,9,1951,1239,1,228,2
14,8,2,4960,0,9,1952,1839,1,44,2
11,6,1,8800,4000,9,1924,1836,1,266,2
14,8,2,4000,0,9,1938,2247,1,27,2
1,5,1,5997,2999,11,1900,1260,1,209,2
14,8,2,9869,0,9,1965,2296,1,93,2
14,5,2,4956,0,9,1991,1848,1,84,2
11,8,2,10033,0,9,2001,1823,1,56,2
13,7,1,8000,4000,9,1961,2688,1,629,2
14,8,2,9530,0,9,1982,2912,1,185,2
14,8,2,5530,0,9,1988,2498,1,30,2
14,8,1,4900,2450,9,1966,2016,1,73,2
4,6,1,3665,1833,9,1960,1500,1,61,2
14,8,1,4873,2437,9,1951,1400,1,132,2
10,5,1,8700,4000,9,1924,1058,1,539,2
9,5,1,6500,3250,9,1952,2232,1,91,2
14,8,2,9660,0,9,1988,1220,1,100,2
1,6,2,4431,0,10,1995,2120,1,24,2
14,8,1,4500,2250,9,1960,1350,1,34,2
3,2,2,7825,0,9,1990,1890,1,46,2
10,5,1,8089,4045,9,2000,2042,1,246,2
14,8,1,4175,2088,9,1996,1056,1,39,2
14,8,2,11080,0,9,1951,2050,1,250,2
14,8,2,4500,0,9,1913,2016,1,80,2
10,5,2,8400,0,9,1932,1276,1,93,2
13,7,2,8913,0,9,1950,2160,1,780,2
14,8,2,4960,0,9,1960,1400,1,45,2
11,6,1,5030,2515,9,1900,1785,1,170,2
10,5,2,5420,0,9,1950,2062,1,92,2
14,8,2,9565,0,9,1957,1512,1,72,2
14,8,2,4678,0,9,1960,1567,1,23,2
1,8,2,11240,0,10,1900,2232,1,302,2
14,8,1,14798,4998,9,1943,1268,1,334,2
14,8,1,10989,4000,9,1925,1606,1,519,2
9,5,1,7700,2150,9,1900,1001,1,106,2
9,5,1,5900,2950,9,1908,1568,1,293,2
9,5,2,4000,0,9,1950,1275,1,17,2
14,8,2,4000,0,9,1977,1885,1,126,2
14,8,2,7612,0,9,1966,2014,1,17,2
11,6,2,10000,0,9,2000,3750,1,60,2
14,6,1,5600,2800,9,1993,2128,1,227,2
14,8,2,5460,0,9,1940,2200,1,37,2
3,2,1,17044,4000,9,1910,2177,1,1099,2
14,8,2,7040,0,9,1997,2072,1,20,2
14,8,2,20982,0,9,2001,2111,1,451,2
14,8,1,8425,3278,9,1940,1036,1,155,2
14,8,1,2850,1425,9,1935,1280,1,28,2
11,6,1,3158,1502,9,1957,1970,1,125,2
1,2,2,22720,0,10,1912,2436,1,1491,2
10,5,2,6878,0,9,1965,1280,1,287,2
14,6,2,8900,0,9,1905,2596,1,229,2
1,6,1,3912,1956,11,1900,1540,1,242,2
14,8,2,13350,0,9,1967,2196,1,200,2
11,6,1,13200,4000,9,1910,2220,1,631,2
10,5,1,16221,8000,9,1950,3760,1,469,2
11,6,2,2900,0,9,1890,1648,1,82,2
1,5,2,4780,0,12,1978,1248,1,44,2
3,2,2,6776,0,6,2002,1248,1,600,2
1,6,1,9320,4660,1,1991,1248,1,821,2
9,6,1,5215,2607,9,1962,2340,1,150,2
1,6,2,14251,0,10,1950,3482,1,897,2
14,8,1,12305,3538,9,1965,1980,1,810,2
9,4,1,16400,4000,9,1960,3723,1,456,2
1,5,1,19678,5000,10,1900,1796,1,2368,2
1,5,1,10749,4000,10,1968,1288,1,266,2
10,5,2,5822,0,9,1890,1108,1,361,2
14,8,2,12010,0,9,1984,2615,1,137,2
10,5,1,3600,1800,9,1953,2240,1,137,2
14,8,2,7443,0,9,1964,2475,1,181,2
9,6,1,10500,3550,9,1930,1750,1,416,2
9,5,2,4259,0,9,1966,1412,1,35,2
1,1,1,21135,4000,10,1986,1689,1,1666,2
9,5,1,5252,2626,9,1952,1530,1,157,2
9,5,1,6646,3323,9,1958,1224,1,204,2
11,6,2,3150,0,9,1880,1582,1,173,2
14,8,2,5012,0,9,1970,888,1,7,2
14,8,2,6020,0,9,1949,1344,1,164,2
10,5,1,8505,4000,9,1962,2744,1,493,2
1,2,2,10176,0,10,1953,2220,1,691,2
11,6,2,12713,0,9,1965,1590,1,469,2
14,8,1,12259,3678,9,1928,1396,1,152,2
9,5,2,10512,0,9,1927,2340,1,71,2
14,8,2,11360,0,9,2000,2397,1,104,2
14,8,2,6150,0,9,1963,1232,1,31,2
9,6,1,9170,4000,9,1999,3268,1,492,2
11,6,1,7190,3595,9,1940,1368,1,67,2
14,8,1,3800,1900,9,1990,1100,1,121,2
14,8,2,14067,0,9,1984,2686,1,101,2
14,8,1,7161,3581,9,1929,2304,1,178,2
10,5,1,10012,2485,9,1964,2624,1,86,2
9,5,1,9165,2598,9,1945,1376,1,139,2
14,8,2,10550,0,9,1950,1568,1,22,2
14,8,1,4350,2175,9,1974,802,1,29,2
14,8,1,11100,5000,9,1900,2252,1,123,2
9,6,1,7846,3923,9,1958,2520,1,228,2
10,5,1,4800,2400,9,1953,1776,1,83,2
3,2,1,8410,4000,9,1955,1210,1,509,2
1,1,1,15486,4000,12,1850,2100,1,1073,2
14,8,1,6000,3000,9,1922,1600,1,204,2
14,8,2,8910,0,9,1966,1950,1,33,2
14,8,2,9960,0,9,1963,2240,1,178,2
1,5,1,13949,3650,10,1908,1568,1,79,2
14,8,2,7700,0,9,1963,1397,1,250,2
9,5,1,8080,4040,9,1952,975,1,141,2
14,8,1,4800,2400,9,1940,1584,1,301,2
9,5,1,16065,4000,9,1942,1120,1,93,2
4,6,2,9300,0,9,1932,1262,1,192,2
14,8,1,5291,2646,9,1924,1344,1,429,2
14,8,1,5000,2500,9,1960,1500,1,84,2
11,8,1,4700,2350,9,1920,1850,1,186,2
10,5,1,4750,2375,9,1900,1212,1,101,2
1,5,2,5275,0,11,1970,1442,1,480,2
14,8,2,2200,0,9,1957,1328,1,41,2
14,8,2,4127,0,9,1905,3912,1,246,2
10,5,1,7784,3892,9,1955,1354,1,185,2
14,8,2,3770,0,9,1984,1386,1,35,2
1,6,1,13399,4000,10,1850,1598,1,767,2
11,6,1,4416,2208,9,1993,1512,1,274,2
14,8,1,14208,4000,9,1947,1526,1,273,2
14,8,1,5600,2800,9,1925,1152,1,66,2
10,5,1,19429,8000,9,1952,2574,1,489,2
3,2,2,12773,0,9,1984,1500,1,554,2
14,8,1,10800,4000,9,1900,1382,1,152,2
1,6,1,10267,4000,11,1942,1912,1,1127,2
14,8,1,7017,3509,9,1954,1166,1,319,2
14,8,1,7354,2600,9,1952,1590,1,76,2
14,8,1,6350,3175,9,1923,1212,1,129,2
3,2,2,11721,0,10,1886,3014,1,1949,2
9,6,1,7877,2363,9,1922,2640,1,106,2
10,5,1,3404,1702,9,1960,2038,1,71,2
14,8,2,5220,0,9,1989,1888,1,12,2
14,5,2,4514,0,9,2004,1600,1,141,2
9,6,1,7399,3700,9,1950,1664,1,202,2
14,6,1,12905,4000,9,1870,1400,1,343,2
14,8,1,12500,2250,9,1975,1120,1,176,2
14,4,1,7170,3585,9,1967,1170,1,79,2
1,5,1,5200,2600,10,1994,1248,1,135,2
14,8,2,4000,0,9,1904,1500,1,93,2
14,8,2,8933,0,9,1958,2040,1,127,2
10,3,1,17850,5000,9,1800,2500,1,722,2
10,5,2,15214,0,9,1920,2558,1,724,2
10,5,2,8080,0,9,2014,1680,1,118,2
10,5,1,8160,4080,9,1900,1424,1,108,2
11,6,1,10840,3220,9,1962,1768,1,220,2
14,8,1,8000,4000,9,1900,1450,1,233,2
10,5,1,4985,2493,9,2001,1662,1,25,2
1,3,2,11726,0,10,1952,1320,1,2714,2
3,2,2,1938,0,9,1890,2688,1,263,2
1,8,1,5710,2855,10,1918,1848,1,1558,2
14,8,2,4200,0,9,1964,1100,1,117,2
14,8,2,3621,0,9,1969,2180,1,124,2
10,4,2,5900,0,9,1915,2464,1,168,2
14,8,1,4875,2438,9,1955,1449,1,97,2
14,8,2,5600,0,9,1918,2125,1,26,2
9,5,1,11865,3948,9,1955,960,1,103,2
9,5,2,3950,0,9,1958,1976,1,50,2
14,8,2,4262,0,9,1964,1458,1,21,2
14,8,1,9086,4000,1,1952,872,1,537,2
14,8,1,13463,5000,9,1910,1487,1,211,2
9,5,1,4332,2166,9,1930,1600,1,75,2
14,8,2,4500,0,9,1984,1270,1,95,2
14,8,1,8000,4000,9,1950,1338,1,209,2
1,5,2,4965,0,11,1900,1272,1,39,2
10,5,2,4500,0,9,1959,1832,1,64,2
10,3,2,5500,0,9,1955,1343,1,306,2
1,2,2,9692,0,10,1989,2055,1,971,1
1,6,1,4638,2319,10,1950,1460,1,113,2
1,5,1,4625,2313,10,1970,1500,1,184,2
11,6,1,5221,2611,9,1930,1611,1,192,2
10,5,2,3890,0,9,1958,914,1,23,2
14,8,1,3400,1700,9,1930,952,1,27,2
10,5,1,4036,2018,9,1962,1368,1,123,2
1,6,2,8740,0,11,1870,1936,1,741,2
11,5,1,8778,4000,1,1949,1656,1,287,2
10,5,1,4476,2238,9,1945,888,1,111,2
1,5,1,7400,3700,7,1910,1620,1,1316,2
14,6,1,3790,1895,9,1900,1200,1,14,2
9,6,1,11500,5000,9,1950,1232,1,260,2
14,8,2,7040,0,9,1995,1432,1,182,2
1,6,1,5238,2619,11,1848,3198,1,467,2
14,8,2,4490,0,9,1971,1680,1,53,2
11,8,2,11230,0,9,1994,4000,1,167,2
11,6,1,11900,4000,9,1980,1456,1,109,2
14,8,1,10660,3200,9,1996,1776,1,176,2
1,3,1,18725,4000,10,1936,2250,1,2116,2
14,8,1,3214,1607,9,1910,1714,1,78,2
1,5,2,15300,0,10,1951,3100,1,998,2
9,5,1,4175,2088,9,1953,1248,1,217,2
10,5,2,3710,0,9,1955,1430,1,168,2
10,5,1,3995,1998,9,1953,1080,1,106,2
1,6,1,8010,4000,10,1958,2339,1,487,2
11,6,2,2325,0,9,1830,1881,1,174,2
14,8,2,4000,0,9,2007,2275,1,8,2
9,5,1,4300,2150,9,1943,1152,1,39,2
11,6,2,2300,0,9,1870,1309,1,4,2
9,5,2,4070,0,9,1870,1085,1,17,2
3,2,2,9697,0,9,1963,2075,1,58,2
10,5,1,8915,4458,9,1980,1185,1,281,2
1,5,1,9132,4000,10,2015,2200,1,671,2
9,5,2,9100,0,9,1973,2100,1,80,2
9,6,1,9659,4830,9,1969,1728,1,145,2
14,8,1,6866,3433,9,1955,1500,1,159,2
14,8,2,4900,0,9,1956,1512,1,32,2
14,8,2,5849,0,9,1946,1854,1,69,2
4,6,2,4800,0,9,1957,1823,1,208,2
1,5,1,15906,5000,10,1963,1080,1,769,2
10,5,1,4450,890,9,1920,1000,1,206,2
9,5,1,6400,3200,9,1920,1224,1,123,2
1,6,2,7901,0,10,1975,2712,1,944,2
9,6,2,4103,0,9,1993,1380,1,44,2
14,8,2,11300,0,9,1952,1248,1,174,2
1,4,2,13000,0,10,1925,1680,1,846,2
1,6,2,2900,0,13,2006,2032,1,229,2
10,5,2,3933,0,9,1974,2761,1,195,1
3,2,2,515,0,9,1984,2700,1,194,2
14,8,1,7821,3911,9,1920,1584,1,435,2
1,3,1,14256,4000,10,1929,1271,1,2096,2
14,8,2,5500,0,9,1961,1982,1,167,2
11,8,1,5000,2500,9,1922,1400,1,110,2
1,1,1,20993,4000,11,1970,2045,1,1063,2
14,8,1,4445,2223,9,1963,1322,1,136,2
1,8,2,8420,0,11,2016,1536,1,215,2
14,8,2,9720,0,9,1954,1034,1,159,2
11,6,1,7800,3900,9,1910,1120,1,43,2
1,8,2,4760,0,11,1987,2416,1,89,2
13,7,1,8017,4000,9,1900,3120,1,1085,2
1,6,1,5600,2800,11,1956,1470,1,577,2
1,5,1,6468,3234,10,1880,1924,1,858,2
13,7,2,15400,1540,9,1966,3380,1,1205,2
14,8,2,11370,0,9,1952,1240,1,272,2
14,8,1,7671,2493,9,1920,1554,1,190,2
10,5,1,7900,3950,9,1920,2300,1,291,2
14,8,2,11850,0,9,1955,1419,1,517,2
11,8,2,1927,0,9,1991,1560,1,84,2
1,5,1,21317,4000,10,1895,1732,1,876,2
1,1,1,10773,5000,1,1965,2340,1,1558,2
11,6,1,10479,4000,9,1914,1200,1,407,2
1,6,2,6975,0,10,1850,3533,1,33,2
1,6,1,7000,3500,11,1993,1800,1,355,2
14,8,1,5220,2610,9,1950,1224,1,107,2
14,8,2,3000,0,9,1994,3615,1,98,2
10,5,2,8172,0,9,1998,2224,1,193,2
14,8,2,13548,0,9,1970,1936,1,131,2
10,5,1,9895,4000,9,1950,1076,1,157,2
10,5,2,11190,0,9,1960,3200,1,201,2
10,5,1,5650,2800,1,1956,936,1,130,2
1,2,2,8010,0,10,1984,3500,1,41,2
14,8,2,10712,0,9,1989,2500,1,75,2
14,8,1,2200,735,9,1952,2856,1,32,2
14,8,1,5600,2800,9,1986,1288,1,74,2
14,8,2,4458,0,9,1980,1952,1,4,2
10,5,2,4890,0,9,1959,1641,1,73,2
10,5,1,3250,1625,9,1950,1488,1,181,2
14,8,2,4650,0,9,1988,1616,1,23,2
1,6,1,5225,2613,10,1930,1764,1,94,2
14,8,2,6900,0,9,1950,2148,1,261,2
1,6,1,9340,2325,10,1990,1078,1,642,2
14,8,1,8000,4000,9,1956,1050,1,188,2
9,5,1,7630,3815,9,1930,1360,1,151,2
1,6,2,5621,0,6,1970,2720,1,534,2
14,8,2,11000,0,9,1994,2532,1,176,2
10,5,2,8243,0,9,1978,3214,1,117,2
1,5,1,27495,4000,12,1896,2592,1,1286,2
9,6,1,5903,2952,9,1976,2650,1,190,2
14,5,2,2300,0,9,1973,1000,1,35,2
14,8,2,11060,0,9,1975,3338,1,205,2
9,5,1,6400,3200,9,1989,1400,1,123,2
14,8,2,15910,0,9,1992,1578,1,196,2
14,8,1,14600,4000,9,1916,1459,1,287,2
11,6,1,4000,2000,9,1980,840,1,174,2
14,8,1,8000,4000,9,1920,1154,1,308,2
14,8,2,4750,0,9,1965,960,1,111,2
14,6,2,4986,0,9,1966,1560,1,153,2
9,5,2,3843,0,9,1940,1415,1,17,2
1,8,2,3990,0,11,1910,2300,1,383,2
14,8,2,4855,0,9,1985,1200,1,198,2
10,5,1,11290,4000,9,1964,2367,1,264,2
10,5,1,5710,2855,9,1920,2349,1,400,2
11,6,2,9620,0,9,1900,1389,1,181,2
9,5,1,7035,2035,9,1927,2400,1,436,2
14,8,2,9705,0,9,1966,1974,1,214,2
1,6,1,9665,4000,10,1940,1600,1,137,2
14,8,2,11932,0,10,1920,3234,1,800,2
3,2,2,10970,0,9,1930,1488,1,123,2
10,5,1,4468,2234,9,1925,1512,1,166,2
14,8,1,9885,3500,9,1963,1575,1,59,2
13,7,2,1379,0,9,1963,1525,1,18,2
14,8,1,8819,4410,9,1967,1920,1,228,2
14,8,2,4000,0,9,1920,1596,1,130,2
11,6,2,3960,0,9,1880,2083,1,71,2
14,8,2,4762,0,9,1920,1354,1,36,2
9,5,1,8000,2300,6,1890,1292,1,557,2
1,6,1,6752,3376,10,1960,1000,1,146,2
14,8,1,2531,1266,9,1890,1806,1,41,2
1,5,1,8000,4000,10,1978,1946,1,224,2
11,6,1,5036,2518,9,1957,1064,1,88,2
14,8,2,14212,0,9,1920,1284,1,142,2
1,6,1,4348,2174,12,1900,2040,1,285,2
14,8,1,6950,3475,9,1972,1451,1,107,2
9,6,1,3495,1748,9,1980,2112,1,189,2
11,6,2,22573,0,9,1880,3588,1,1141,2
14,8,1,5859,2930,9,1950,1218,1,164,2
1,7,1,10000,4000,10,1978,2264,1,934,2
14,8,1,3554,1777,9,1965,2208,1,44,2
14,8,1,7216,2236,9,1973,1179,1,162,2
1,8,2,9350,0,11,1997,2414,1,479,2
14,8,2,4661,0,9,1926,1360,1,80,2
14,8,2,4000,0,9,1956,1400,1,10,2
14,8,1,27787,5000,9,1937,1456,1,148,2
1,2,2,28872,0,10,1994,3150,1,1964,1
14,8,2,4270,0,9,1925,1186,1,136,2
14,8,2,4000,0,9,1980,1800,1,35,2
14,8,2,4658,0,9,1920,1152,1,12,2
10,5,1,6000,3000,9,1910,1356,1,320,2
10,5,2,8220,0,9,1960,1671,1,216,2
14,8,1,5151,2576,9,1965,1811,1,129,2
1,5,1,11170,5000,11,1997,2777,1,662,2
9,6,2,2100,0,9,1979,1737,1,35,2
14,8,2,3600,0,9,1985,1500,1,32,2
10,5,1,7860,3930,9,1920,1050,1,162,2
10,5,1,15920,3410,9,1920,1600,1,219,2
10,5,2,9840,0,9,1977,2600,1,190,2
1,2,2,10855,0,10,1951,1504,1,2686,2
11,6,1,13450,4000,9,1928,1196,1,316,2
14,8,2,4200,0,9,1967,1637,1,90,2
9,6,2,6552,0,9,1900,1100,1,99,2
1,6,2,18150,0,12,1990,2308,1,160,2
14,8,2,5500,0,9,1967,1064,1,82,2
14,8,2,2400,0,9,1971,3024,1,122,2
1,1,2,9795,0,10,1960,2520,1,1705,2
11,8,2,3470,0,9,1992,3192,1,150,2
9,5,1,8466,4000,9,1920,1094,1,207,2
9,5,2,5990,0,9,1959,1050,1,111,2
11,6,1,6305,3153,10,1956,978,1,727,2
13,7,1,12636,4000,9,1974,3984,1,1172,2
10,5,1,4920,2460,9,1960,2552,1,119,2
9,5,1,8200,4000,9,1890,2496,1,410,2
9,5,1,9875,4000,9,1938,2403,1,223,2
10,5,2,2870,0,9,1930,962,1,24,1
3,2,1,8690,4000,9,1959,3180,1,410,2
14,8,1,3976,1988,9,1900,2036,1,206,2
14,8,2,3980,0,9,2016,1300,1,12,2
9,4,1,19769,4000,9,1906,2450,1,740,2
11,6,2,4456,0,9,1979,1104,1,21,2
11,6,1,16448,4000,6,1987,965,1,629,1
14,8,2,7943,0,9,1995,1645,1,134,2
14,8,1,7502,3751,9,1985,1380,1,104,2
1,5,1,3100,800,10,1810,2576,1,0,2
10,5,1,4700,2350,9,1890,2242,1,89,2
14,8,2,4500,0,9,1960,1548,1,76,2
11,6,1,13197,4000,9,1900,1918,1,465,2
14,8,1,12047,3740,9,1972,1320,1,135,2
1,2,2,28598,2833,10,1960,4000,1,1720,2
10,5,2,6250,0,9,1951,3290,1,127,2
10,2,1,1150,575,9,1920,992,1,86,2
11,5,1,9356,4000,9,1940,1386,1,124,2
14,8,2,9340,0,9,1966,1978,1,150,2
14,6,1,5040,2360,9,1903,1024,1,339,2
9,5,2,4428,0,9,1952,1456,1,97,2
11,6,1,2769,1385,9,1900,1000,1,98,2
14,5,2,4870,0,9,1971,1658,1,10,2
10,5,2,8465,0,9,1944,897,1,207,2
1,5,1,8100,4000,10,1901,2610,1,328,2
1,5,2,2340,0,11,1968,2619,1,315,2
11,6,2,7000,0,9,1880,1488,1,229,2
1,2,2,13633,0,10,1977,4000,1,2669,2
10,5,2,4120,0,9,1951,1224,1,15,2
3,2,2,10258,0,9,1928,2950,1,65,2
1,5,1,5362,2681,9,1960,1650,1,227,2
11,6,2,9686,0,9,1900,1750,1,214,2
14,5,2,4500,0,9,1998,1859,1,30,2
11,8,1,1809,904,1,1900,1300,1,20,2
14,8,1,11082,4000,9,1969,1231,1,190,2
14,8,1,9912,2706,9,1920,1224,1,112,2
3,2,1,11210,4000,9,1908,2313,1,868,2
14,8,1,5332,2666,9,1857,1435,1,278,2
10,5,1,11104,5000,9,1955,1945,1,316,2
14,8,2,4900,0,9,1939,2596,1,157,2
14,8,2,10725,0,9,1992,2480,1,58,2
14,8,2,5500,0,9,1962,1008,1,95,2
14,8,1,9812,377,9,1929,1838,1,139,2
14,8,1,7119,3517,9,2002,1264,1,106,2
9,5,2,8400,0,9,1992,1220,1,180,2
14,8,1,6100,2925,9,1964,1148,1,52,2
14,8,1,600,300,9,1968,1072,1,8,2
10,5,2,11200,0,9,1992,1950,1,207,2
14,8,2,10900,0,9,1977,1792,1,96,2
9,5,1,9500,4750,9,1960,1134,1,198,2
1,2,2,10340,0,10,1953,1970,1,872,2
14,8,2,15500,0,9,1996,2852,1,173,2
14,8,2,8925,0,9,2001,1482,1,96,2
14,8,1,4125,2063,9,1900,1384,1,6,2
14,4,2,4939,0,9,1995,2554,1,78,2
14,8,1,5050,2525,9,1920,1863,1,200,2
1,5,1,3519,1760,10,1918,2600,1,220,2
9,6,1,9800,3000,9,1880,1500,1,178,2
14,8,1,5435,2718,9,1900,880,1,147,2
1,5,1,5565,2783,9,1948,1735,1,116,2
10,5,1,8969,4000,9,1992,1144,1,122,2
11,8,2,9580,0,9,1938,2765,1,232,2
14,8,1,7375,3688,9,1900,2472,1,207,2
14,5,2,4699,0,9,1970,2111,1,70,2
9,6,2,7785,0,9,1965,1668,1,145,2
1,6,1,8980,2250,7,1984,2144,2,385,2
14,8,1,6050,3025,9,1963,2200,1,98,2
11,6,2,5655,0,9,1990,2950,1,172,2
14,8,1,6290,3145,9,2004,1856,1,156,2
1,6,1,3125,1563,10,1948,1888,1,217,2
11,6,2,5210,0,9,1910,2670,1,313,2
14,8,1,7180,3590,9,1965,960,1,190,2
14,8,1,6500,1975,9,1963,3402,1,70,2
14,8,1,4320,2160,9,1951,2000,1,235,2
3,2,2,11700,0,9,1960,3100,1,822,2
9,5,1,2876,1438,9,1912,1360,1,81,2
1,3,2,6037,0,9,1928,3364,1,505,1
3,2,2,15745,0,9,1936,2108,1,823,2
14,8,1,6600,3300,9,1935,1514,1,140,2
14,8,2,10539,0,9,1960,1840,1,150,2
14,8,2,12685,0,9,1972,912,1,192,2
11,6,1,5693,2846,9,1854,2880,1,358,2
10,5,1,16850,4000,9,1920,3600,1,264,2
14,8,2,10168,0,9,1941,1760,1,291,2
14,6,1,13281,4000,12,1920,1553,1,428,2
9,5,1,3440,1720,9,1951,1230,1,117,2
10,5,2,4500,0,9,1951,2527,1,8,2
14,8,1,4280,2140,9,1883,1160,1,60,2
1,4,1,10165,3500,10,1870,1824,1,1072,2
1,5,1,18198,4000,10,1810,2363,1,766,2
14,8,1,3200,1600,9,1890,1806,1,110,2
1,1,1,9595,4000,12,1900,1650,1,499,2
9,5,1,5600,2800,9,1965,1634,1,172,2
9,5,2,5580,0,9,1947,3683,1,297,2
14,8,1,7545,3773,9,1935,1188,1,190,2
11,6,2,4950,0,9,1918,1100,1,27,2
9,5,2,3850,0,9,1952,1336,1,96,2
10,5,1,7600,3800,9,1914,1928,1,306,2
11,8,2,4400,0,9,1989,1856,1,18,2
14,8,1,12132,3658,9,1900,1358,1,185,2
1,5,2,8750,0,10,1900,1527,1,1633,2
4,6,2,5740,0,9,1960,2100,1,14,2
14,8,2,10570,0,9,1973,1728,1,180,2
1,5,2,7680,0,10,1961,2460,1,1161,2
10,5,1,8000,4000,9,1956,843,1,224,2
14,8,1,3988,1994,9,1960,1150,1,117,1
14,8,2,4680,0,11,1996,3167,1,74,2
9,8,2,3970,0,9,1900,872,1,33,2
11,6,2,3200,0,6,1967,1880,1,36,2
1,6,2,15690,0,11,2017,2100,1,320,2
14,8,2,6000,0,9,1961,1118,1,66,2
1,5,1,6480,3240,1,1800,2815,1,1151,2
14,8,2,4050,0,9,1875,1880,1,132,2
10,5,1,11100,3150,9,1977,2400,1,1142,2
14,8,2,6081,0,9,1951,936,1,91,2
3,2,2,2395,0,9,1954,1500,1,177,2
14,8,2,2215,0,9,1871,1926,1,47,2
14,8,1,7355,3678,9,1960,1460,1,271,2
14,8,2,10245,0,9,1974,3043,1,662,2
14,8,2,3863,0,9,1965,962,1,24,2
14,8,2,9554,0,9,1920,1612,1,81,2
10,5,1,10697,5349,1,1890,3745,1,755,2
9,5,1,4411,2205,9,1947,2816,1,273,2
10,5,2,6200,0,9,1930,2700,1,480,2
10,5,1,3978,1989,9,1981,1325,1,84,2
10,5,1,7000,3500,9,1950,1800,1,110,2
11,6,2,5860,0,6,1940,840,1,16,2
10,5,2,9220,0,9,1954,1176,1,236,2
9,5,1,8900,4000,9,1915,1856,1,226,2
1,6,2,4840,0,9,1997,1792,1,33,2
14,8,2,660,0,9,1983,1726,1,21,2
14,8,1,8000,3890,9,1958,1560,1,264,2
1,6,1,6104,1242,11,1900,1450,1,121,2
14,8,2,7650,0,9,1958,1512,1,176,2
14,8,2,5688,0,9,2003,2600,1,97,2
14,8,2,8250,0,9,1948,1534,1,107,2
14,8,1,5800,2900,9,1985,1601,1,173,2
3,2,2,9855,0,9,1989,1736,1,66,2
10,5,1,8700,4000,9,2003,1962,1,335,2
14,8,2,2289,0,9,1937,1952,1,47,2
10,5,1,6825,3413,9,1949,1428,1,108,2
14,8,2,8250,0,9,2000,1544,1,159,2
14,8,1,9700,2650,9,1925,1440,1,148,2
14,8,2,3960,0,9,1963,2300,1,34,2
10,5,2,5500,0,9,1930,1997,1,237,2
14,8,1,5940,1766,9,1994,2128,1,46,2
1,1,2,11686,0,1,1940,3552,1,1749,2
1,6,1,7979,2960,11,1900,2064,1,211,2
14,8,2,12260,0,9,1885,1520,1,237,2
9,6,1,5600,2800,9,1900,2598,1,172,2
10,5,2,4620,0,9,2010,3060,1,15,2
14,8,2,13666,0,9,1995,3134,1,240,2
14,8,2,8500,0,9,1952,1369,1,100,2
10,5,2,13725,0,9,1810,3512,1,695,2
15,8,2,10475,0,9,1969,1700,1,65,2
13,7,1,7750,3875,9,1970,2488,1,585,2
9,5,2,8371,0,9,1950,1200,1,119,2
11,6,2,7700,0,9,1977,1680,1,234,2
14,8,2,5295,0,9,1961,1544,1,313,2
1,5,1,6500,3225,10,1900,1197,1,668,2
14,8,2,11100,0,9,1961,2392,1,316,2
14,8,1,11600,4000,9,1972,1533,1,404,2
14,8,1,6800,3400,9,1928,1778,1,366,2
9,5,2,5530,0,9,1992,1323,1,37,2
14,8,1,5092,2546,9,1900,1804,1,215,2
14,8,2,4000,0,9,1952,1224,1,42,2
14,8,2,13983,0,9,1954,1355,1,286,2
14,8,1,12065,4000,9,1937,1164,1,358,2
1,2,1,5149,2509,10,1800,3300,1,589,2
14,8,1,5207,2603,9,1973,1418,1,10,2
14,8,1,7000,3500,9,1994,2016,1,84,2
9,6,1,12500,5000,9,1900,1632,1,112,2
14,8,2,11901,0,9,1995,2560,1,137,2
14,8,1,2350,1175,9,1929,2220,1,70,2
10,5,1,13450,4775,9,1900,1836,1,691,2
14,5,1,8486,4000,9,1986,1400,1,50,2
14,8,2,4900,0,9,1948,1336,1,116,2
14,8,1,8000,4000,9,1991,1010,1,294,2
14,8,1,11500,4000,9,1960,1118,1,246,2
10,5,2,7980,0,9,1984,2136,1,181,2
