"Gas.Utility","Electric.Utility","Customer.Type","Total.Project.Cost","Total.Incentives","Fuel.Type","Year.Home.Built","Size.of.Home","Measure.Type","FYES","HRGJ"
1,5,1,3768,1884,10,1984,1056,1,502,2
11,6,1,14159,5000,8,1950,2134,1,796,2
10,5,1,4900,2450,8,1950,2028,1,372,2
1,3,1,7770,3885,10,1870,960,1,774,2
11,6,1,10775,5000,8,1910,2084,1,694,2
1,3,2,18560,1856,10,1920,2020,1,4129,2
10,5,1,14130,6000,10,1950,1200,1,1835,2
1,3,2,11161,1064,10,1977,2860,1,1529,2
10,5,1,5395,2698,8,1920,1098,1,294,1
1,3,2,9423,912,10,1954,1660,1,302,1
1,1,2,11451,1145,10,1880,1378,1,1610,2
14,8,2,4013,401,9,1972,2050,1,944,2
1,5,2,13500,1350,10,1968,1680,1,603,1
10,5,2,10529,948,8,1985,2130,1,392,2
9,5,1,6328,3164,8,1920,2964,1,740,1
1,3,2,15054,1505,10,2006,1879,1,3166,2
10,5,2,28439,2209,8,1925,2600,1,1028,1
9,5,2,5155,503,8,1954,1872,1,556,2
1,3,2,25005,1905,10,1969,2199,1,2083,2
11,6,2,2950,295,8,1924,3308,1,190,2
1,3,1,13300,5000,10,1900,2410,2,1472,2
1,3,2,6966,666,10,1879,2716,1,1582,2
14,8,2,6879,688,8,1901,3178,1,411,2
11,6,1,7044,3472,8,1939,1384,1,650,2
10,5,1,15990,5000,9,1950,1429,1,651,2
10,2,2,3835,384,9,1964,1512,1,621,2
10,5,1,9186,4593,8,1954,3193,1,1115,1
10,5,1,6156,2198,8,1947,1650,1,241,2
14,8,1,9178,4489,8,1967,1872,1,613,2
10,5,2,13575,1358,8,1914,2565,1,577,2
1,5,2,7341,734,10,1954,1088,1,1096,2
10,5,1,10250,5000,8,1966,888,1,373,2
9,5,1,8000,3875,8,1901,1476,1,638,2
3,2,2,5200,520,8,1958,2340,1,1211,1
10,5,1,4980,2490,8,1953,1040,1,279,2
11,6,2,8115,349,8,1841,2574,1,594,2
9,8,1,10590,2755,8,1879,2388,1,1077,2
14,8,2,6399,640,8,1965,1536,1,232,2
14,8,2,8603,860,8,1966,2052,1,895,2
10,5,2,11218,1122,8,1976,1560,1,345,2
10,5,2,12833,0,8,1955,3310,1,354,1
11,6,2,5751,265,8,1930,2092,1,220,2
14,8,1,4469,2235,9,1961,1648,1,136,2
9,5,1,10000,5000,9,1936,2112,1,614,1
10,5,2,10386,1039,8,1960,3850,1,1192,1
14,8,2,6600,660,8,1951,2080,1,326,2
1,2,2,4600,310,10,2010,3799,1,462,2
11,6,2,1700,170,8,1950,1756,1,136,2
1,3,2,15258,1426,11,1935,1894,1,1759,2
10,5,1,9949,4547,8,1950,2072,1,720,2
1,5,2,5768,577,10,1963,1200,1,610,1
1,5,1,17384,5000,10,1950,1920,1,2760,2
9,6,2,11505,1068,8,1958,1144,1,1111,2
10,3,1,23280,5000,8,1947,2385,1,1124,2
14,8,1,4834,2417,8,1989,1116,1,407,2
14,5,2,4216,422,9,1954,1180,1,158,2
1,3,2,14962,1368,10,1920,2530,1,1489,2
14,8,2,850,85,8,1984,2402,1,37,2
10,5,2,5399,370,8,1920,2052,1,262,1
11,6,1,15807,4414,8,1920,1290,1,621,2
10,5,1,11285,3198,9,1958,1248,1,703,2
10,3,1,9600,4800,9,1978,2924,1,198,1
2,1,2,12800,0,10,1962,2211,1,1305,2
1,2,2,8110,811,10,1940,1292,1,232,1
10,5,1,6000,3000,8,1890,1512,1,346,2
14,8,2,10000,1000,8,1900,1771,1,486,2
14,8,2,2957,296,8,1972,1968,1,117,2
1,5,1,16807,5000,10,1950,2192,1,4699,2
10,5,1,4550,2275,8,1865,1860,1,686,2
1,3,2,3688,738,10,1949,2128,1,330,2
15,5,2,8600,860,8,1978,1500,1,377,1
3,2,2,30758,3000,8,1920,1500,1,1372,1
1,2,2,9000,890,10,1927,1200,1,1444,2
1,6,2,8265,812,10,1978,3570,1,1064,2
1,3,2,7082,659,10,1920,3300,1,865,2
1,3,2,10245,1006,10,1942,2387,1,749,1
10,3,1,7675,3838,8,1920,1508,1,474,1
10,5,2,840,84,8,1910,2916,1,35,2
1,3,2,23479,2022,10,1945,2160,1,2348,1
1,6,2,12864,2523,10,1880,2421,1,944,2
1,3,2,1197,120,10,1976,2643,1,516,2
1,1,1,20008,8000,10,1920,1680,1,1250,1
10,3,2,19374,1558,10,1820,1976,1,2054,2
1,3,1,9223,4449,10,1950,1518,1,440,2
9,5,2,3548,355,8,1945,1230,1,182,2
10,5,2,8846,865,8,1954,1984,1,591,2
10,5,2,4100,404,9,1950,1780,1,341,2
14,8,2,4625,463,8,1981,3367,1,259,2
1,3,2,14201,1321,10,1940,2312,1,1148,2
11,6,1,7064,3132,8,1950,1020,1,381,2
3,2,1,15220,6000,10,1955,2520,1,1226,2
10,5,1,13343,5000,8,1950,1200,1,888,2
10,5,2,1309,131,8,1926,1488,1,304,2
1,2,2,12862,1286,10,1956,1850,1,1268,2
1,3,2,10000,1000,10,1974,2400,1,1661,2
14,8,1,5800,2900,8,1955,1623,1,115,2
10,3,1,6900,3450,8,1820,1430,1,240,1
11,5,2,14188,1419,9,1906,2464,1,998,2
14,8,2,10710,1071,8,1985,2016,1,84,1
1,7,2,9750,1920,10,1986,2584,1,1827,2
1,5,1,10135,4918,10,1967,1853,1,1095,2
1,1,2,5334,1017,10,1950,2392,1,334,2
10,3,1,8600,4300,9,1920,1800,1,603,1
11,6,2,13445,1335,8,1974,1600,1,885,1
10,5,2,7902,790,8,1992,1680,1,685,2
9,5,2,8740,874,8,1937,1420,1,367,2
10,5,2,16643,0,8,1960,2174,1,943,2
11,6,2,7290,729,8,1930,1406,2,495,2
9,5,2,3092,309,8,1965,1784,1,317,2
10,5,2,8870,887,8,1928,1524,1,898,1
10,5,2,9531,908,9,1950,1090,1,405,2
10,5,1,4500,2250,8,1900,1575,1,108,1
1,3,1,21530,5000,10,1920,998,1,2028,2
1,3,2,15302,1334,10,1890,2650,1,2701,2
1,5,2,4484,448,10,1910,1826,1,1950,2
14,8,1,7662,3831,9,1972,872,1,443,2
10,3,2,7574,757,8,1975,2520,1,648,2
1,3,2,6630,663,10,1983,2040,1,576,1
10,4,2,13775,1334,9,1909,1792,1,714,2
14,8,1,7053,3527,8,1943,1520,1,181,2
1,3,1,8200,4100,10,1925,2376,1,1736,2
1,3,1,15697,5000,10,1880,2800,1,2723,2
1,6,1,10000,5000,10,1960,1478,1,462,2
10,5,1,14165,5666,8,1890,3036,1,310,2
10,5,2,12433,1239,8,1963,2526,1,928,2
11,6,2,9782,978,8,1957,1231,1,874,2
10,5,2,3240,324,8,1929,892,1,204,2
10,5,2,7214,721,8,1960,1612,1,829,1
14,8,2,11215,1122,8,1951,2507,1,130,1
10,5,2,3480,173,9,1956,1759,1,81,2
9,6,1,3508,1754,8,1961,980,1,392,2
10,5,2,2450,235,8,1962,1800,1,266,2
1,3,2,26000,2496,10,1952,1833,1,2502,2
14,8,2,5712,571,8,1993,2529,1,664,2
1,3,2,3088,309,10,1910,2987,1,607,1
14,8,1,4771,2201,8,1928,1440,1,185,2
1,5,1,6150,3075,11,1930,1444,1,384,2
13,7,2,6485,649,8,1980,2213,1,818,2
14,8,1,7274,3362,9,1976,2190,1,99,1
1,5,2,5680,568,10,1910,1704,1,691,2
9,5,2,5670,567,8,1959,1746,1,577,1
1,3,2,7615,687,10,1980,2064,1,1421,2
14,8,2,13641,1364,8,1954,3062,1,580,2
9,5,2,3175,318,8,1974,1712,1,332,2
1,8,1,9615,4807,11,1825,2240,1,714,2
10,3,2,7956,746,8,2001,3032,1,518,2
1,5,2,2279,228,10,1925,2632,1,182,2
10,5,1,5950,2975,8,1950,3450,1,382,2
1,1,2,12470,1247,10,1985,2680,1,2291,1
11,8,1,3410,1705,8,1962,1512,1,1119,2
1,5,2,11500,949,10,1995,1716,1,1708,1
9,6,1,10570,5000,8,1958,1600,1,1129,1
9,5,2,2950,295,8,1979,1808,1,367,2
1,2,2,12985,1299,10,1976,2719,1,1863,2
10,5,1,9600,4800,10,1950,1904,1,1662,2
10,5,2,5006,443,9,1950,1650,1,265,1
10,5,1,30000,5000,8,1900,1848,1,2381,2
2,1,1,8747,3507,8,1978,1988,1,564,2
1,5,1,5895,2948,10,1950,2016,1,433,1
1,2,2,15173,1517,10,1912,2772,1,1328,2
1,3,1,5000,2500,10,1920,1027,1,300,2
1,8,1,10200,5000,11,1980,1200,1,2852,2
10,5,1,6928,3464,8,1950,1632,1,632,1
1,3,1,10308,6000,10,1956,2030,1,1170,2
1,6,2,9817,942,10,1960,1218,1,752,2
1,6,2,12764,1276,10,1875,2560,1,1900,2
10,5,2,3900,390,8,1999,2524,1,924,2
1,8,2,13000,1300,10,1910,2733,1,2952,2
14,8,1,19234,5000,9,1944,2800,1,744,2
10,5,2,4890,479,8,1956,2064,1,347,2
1,3,2,9096,837,10,1901,3912,1,1595,2
1,2,2,7016,1171,10,1976,2264,1,1022,2
1,5,2,5441,512,11,1993,2929,1,1159,1
1,6,1,20160,6000,11,1880,3357,1,2430,2
11,6,2,12400,1240,8,1925,3449,1,915,2
10,5,1,10000,4910,8,1950,1032,1,512,2
14,8,2,7309,731,8,1950,2606,1,369,2
1,8,1,4313,2157,10,1952,884,1,1165,2
1,3,1,19875,5000,10,1900,1700,1,2411,2
14,8,1,18030,5000,9,1966,2248,1,916,2
1,5,2,11049,1085,10,1962,2064,1,1375,2
1,1,1,3460,1730,11,1989,1680,1,1621,1
9,5,2,1000,100,8,1860,1292,1,77,2
11,6,2,17423,1155,8,1800,1625,1,1039,2
14,8,2,10877,1088,8,1957,1992,1,889,2
10,5,2,9844,677,8,1955,2454,1,592,1
9,5,2,3200,320,8,1946,1200,1,337,1
10,5,2,4890,360,8,1930,1872,1,250,2
10,5,2,3302,330,8,1950,1754,1,243,2
9,5,2,8076,686,8,1955,1758,1,327,2
10,5,2,5698,435,8,1955,1128,1,260,1
9,6,2,9985,999,8,1985,2362,1,1056,1
10,5,2,5016,426,8,1950,2016,1,704,1
9,5,2,2509,251,8,1880,2043,1,352,2
10,5,1,5900,2642,8,1925,1520,1,357,2
10,5,2,2980,293,9,1960,1352,1,229,2
14,5,2,8050,805,8,1999,1824,1,504,2
1,5,2,23662,2366,11,1997,3400,1,1548,1
1,2,2,11044,962,10,1950,2260,1,848,2
1,5,2,2259,435,11,1972,2816,1,574,2
1,3,1,9650,4825,10,1966,1700,1,1659,2
10,5,2,3090,309,8,1958,2240,1,264,2
9,5,2,4550,455,8,1960,1840,1,317,2
14,8,2,5640,564,6,1978,1596,1,46,1
10,5,1,16400,5000,8,1860,1792,1,689,2
11,6,2,4970,497,8,1978,1241,1,338,2
1,5,1,11544,6000,10,1940,954,1,1254,2
10,5,2,4000,400,8,1992,3400,1,155,1
11,6,2,2190,219,8,1820,2208,1,172,2
10,5,1,3400,1700,8,1993,1150,1,339,1
10,5,2,11595,1160,8,1960,1708,1,681,1
9,5,2,4850,485,9,1951,1836,1,429,2
1,3,2,20048,1830,10,1952,2080,1,1255,2
1,5,2,4031,403,10,1870,3468,1,838,2
1,3,2,21334,1431,10,1990,1560,1,1582,2
3,2,2,15337,1534,8,1960,2148,1,444,2
1,3,1,11000,2750,10,1915,2140,1,1770,2
11,5,2,8050,805,8,1988,2544,1,206,1
14,8,2,4925,493,8,1982,3665,1,150,2
9,6,2,3805,381,8,1988,2992,1,250,2
1,8,2,11151,1115,10,1969,1628,1,458,2
10,5,2,2750,275,8,1880,1344,1,580,2
10,5,2,11248,993,8,1908,2596,1,556,2
14,8,2,1550,155,8,1840,3207,1,78,2
1,3,2,9168,863,10,1960,2120,1,1213,1
14,8,2,6998,700,8,1930,1578,1,673,2
1,6,2,8227,823,11,1970,1127,1,366,2
1,3,2,7172,717,10,1850,2080,1,1725,2
14,8,2,5420,542,8,1979,2200,1,186,2
10,5,2,8642,666,10,1951,1584,1,1389,2
1,3,2,13226,1323,10,1938,2450,1,1942,2
10,5,1,6028,2814,9,1950,1728,1,198,2
9,5,2,2042,197,9,1927,1704,1,148,2
1,2,1,10053,4614,10,1986,2262,1,1498,1
10,5,2,12800,1280,8,1952,2000,1,572,2
10,3,1,13402,5000,8,1885,1665,1,1172,2
11,6,2,3357,336,9,1989,960,1,221,2
10,5,2,2900,290,8,1966,816,1,508,2
10,5,2,2115,212,8,1870,2504,1,243,2
1,1,2,24500,2450,10,1900,2049,1,2184,2
3,2,2,16600,1660,10,1936,3696,1,4045,2
3,2,2,11217,1122,10,1917,1710,1,2571,2
9,6,2,1635,114,9,1880,1810,1,162,2
10,3,2,4675,438,8,1927,3445,1,445,2
1,1,1,24834,5000,11,1900,3024,1,1532,2
9,6,2,4441,444,8,1920,1728,1,306,2
9,5,2,4000,400,8,1955,864,1,643,2
1,6,2,9510,951,10,1930,3540,1,1058,2
10,5,2,8338,834,8,1955,1326,1,28,2
9,5,2,4874,487,8,1965,2976,1,562,2
10,5,1,3628,1814,9,1950,960,1,179,2
14,8,2,5861,586,8,1945,1388,1,272,2
13,7,2,5375,518,9,1987,2062,1,231,2
11,6,1,10000,5000,8,1969,2106,1,571,1
10,5,1,8500,4225,8,1930,1750,1,735,2
1,2,2,14625,1463,10,1921,1960,1,1624,1
10,5,2,4840,484,8,1952,2390,1,21,1
1,5,1,10164,4642,10,1957,864,1,1783,1
1,3,2,16566,1657,10,1952,931,1,1983,2
10,5,1,10580,4625,10,1938,2240,2,2247,2
1,3,1,8733,4366,10,1959,1200,1,1502,2
14,8,2,3865,387,8,1991,1920,1,123,2
1,1,2,1425,285,10,1850,1680,1,185,2
9,5,2,2974,297,8,1956,2080,1,158,2
1,6,2,30000,3000,10,1860,1664,1,1758,2
1,5,1,10962,6000,10,1860,2800,1,799,1
9,5,2,4925,493,8,1958,1392,1,1117,2
14,5,2,1444,144,8,1945,2108,1,133,2
3,2,2,21400,2140,8,1950,2386,1,1692,2
9,5,2,2817,282,8,1920,1344,1,27,1
2,1,2,6054,0,8,1968,3144,1,1136,2
1,3,1,9400,4700,10,1925,1807,1,1595,2
14,8,2,3500,350,8,1930,1976,1,38,2
1,3,1,12497,5000,10,1931,1440,1,1505,2
1,1,2,9750,936,10,1890,1304,1,679,2
1,3,2,8000,732,10,1913,1134,1,636,2
1,3,1,8216,4108,10,1990,1631,1,626,2
10,3,1,8850,4425,8,1910,1175,1,311,1
9,6,1,5925,2963,9,1964,1560,1,153,1
1,2,2,8685,869,10,1938,1595,1,724,2
1,3,2,13911,1286,10,1975,3121,1,1240,2
9,6,1,6301,3151,8,1967,2164,1,725,2
14,8,1,4375,2188,9,1952,1150,1,245,2
1,6,2,2281,228,11,2002,2184,1,706,2
9,6,2,3088,309,8,1988,1972,1,110,2
1,3,1,15000,5000,10,1954,1042,1,1439,2
1,5,2,14082,1098,10,1970,1901,1,2475,2
1,3,2,5492,549,11,1910,1900,1,1272,2
10,5,2,4465,400,9,1890,2040,1,98,2
9,5,2,10256,1026,8,1890,2806,1,1042,1
10,5,2,4785,479,8,2001,3020,1,162,1
9,5,1,5800,2000,8,1956,891,1,481,2
10,3,2,1885,139,8,1920,1615,1,110,1
14,8,2,6287,629,8,1920,925,1,442,1
1,3,1,10575,4813,10,1928,2592,1,553,2
10,5,2,2132,98,8,1992,1380,1,101,2
11,6,1,4719,2360,8,1993,1064,1,216,2
9,6,2,15617,1562,8,1960,2268,2,960,2
10,5,2,6358,636,8,1960,3248,1,718,1
14,8,2,3822,382,9,1929,1716,1,259,2
14,8,2,5649,565,8,1955,1008,1,596,2
14,8,1,4600,2300,8,1950,1022,1,94,2
3,2,2,15621,1462,8,1938,3288,1,1255,2
1,3,1,12715,5000,10,1940,2100,1,2120,2
10,5,2,9804,980,8,1942,1248,1,638,2
1,3,2,6157,583,10,1952,2900,1,800,1
1,5,2,7680,768,11,1962,1594,1,1567,2
11,6,2,15000,1290,8,1941,1712,1,710,2
10,5,2,3503,264,8,1991,1152,1,118,1
3,2,1,10590,5000,10,1900,1334,1,1310,2
14,8,2,5897,590,8,1970,1325,1,155,2
1,6,2,24668,2287,10,1850,3038,1,2241,2
1,3,2,9137,914,10,1974,1528,1,706,2
10,3,1,8425,4213,8,1900,1970,1,400,2
1,3,2,4250,387,10,2003,1440,1,456,1
14,8,2,6367,637,8,1930,2104,1,1302,1
9,5,1,2843,1422,9,1952,910,1,247,2
1,6,2,8752,875,10,1850,3096,1,450,2
9,6,2,3496,350,8,1957,1704,1,131,2
3,2,2,8740,594,8,1960,2328,1,634,2
1,6,2,18486,1349,11,1972,3018,1,1991,2
10,5,2,12910,931,6,1988,1920,1,1710,2
10,5,2,26360,2636,6,1992,3564,1,2850,2
14,8,2,1843,184,9,1870,2256,1,163,2
1,3,2,5364,506,10,1955,2657,1,868,1
10,5,2,6986,699,8,2007,2419,1,205,1
10,3,2,3135,279,8,1980,2615,1,478,2
1,1,2,13760,1193,10,1811,1750,1,1148,2
10,5,2,3360,336,8,1998,1560,1,9,2
1,6,2,3897,390,11,1966,1088,1,256,1
14,8,2,432,43,8,2000,1530,1,49,2
11,6,1,13514,5000,8,1880,1925,1,901,2
1,3,2,8252,825,10,1800,3501,1,936,1
11,6,2,8598,690,8,1986,1566,1,519,2
14,8,1,3950,1975,8,1912,1766,1,545,1
9,5,2,2865,280,9,1972,1824,1,409,2
1,3,2,2624,262,10,1832,2125,1,370,1
14,8,1,10180,5000,9,1960,992,1,311,2
9,5,2,14865,1487,8,1965,1120,1,981,2
10,2,2,7053,165,8,1984,1600,1,479,2
10,5,2,12800,945,8,1950,2148,1,712,1
10,5,2,8279,828,8,1990,1886,1,340,2
1,5,2,2542,254,11,1994,1874,1,164,2
1,5,2,25500,2550,11,2006,2572,1,1707,2
9,5,2,5462,546,8,1920,1984,1,451,2
14,8,1,4150,2075,8,1930,1350,1,389,2
1,6,1,9154,4577,10,1900,2552,1,751,1
10,5,2,5125,283,8,1953,1592,1,269,2
1,8,1,7950,3975,11,1979,1077,1,411,2
10,5,2,10007,746,8,1950,1686,1,838,1
10,5,2,7138,714,8,1963,1528,1,593,1
14,8,2,9719,972,8,1942,2504,1,739,2
10,3,1,4725,2263,8,1951,1450,1,316,1
10,5,1,3516,1760,8,1967,1967,1,391,2
1,3,2,10495,1050,10,1900,2346,1,2052,2
9,6,2,2240,224,8,1964,1305,1,178,2
14,8,2,4836,484,8,1928,2160,1,1342,1
10,5,1,21250,10000,8,1920,2442,1,2889,1
9,5,2,18010,1417,9,1890,2272,1,934,2
1,3,2,4500,1500,10,1928,2100,1,1014,2
1,5,1,6500,3250,10,1985,1250,1,657,2
14,8,2,7944,794,8,1920,1226,1,480,2
9,6,2,3200,320,8,1984,966,1,186,2
10,5,2,3350,335,8,1920,1200,1,398,2
1,3,2,21499,2098,10,1977,3342,1,1547,2
10,3,2,5565,557,8,1952,2350,1,387,2
10,5,2,9800,980,8,1962,1960,1,773,2
9,5,2,3195,320,8,1921,1232,1,540,1
9,6,2,4775,478,8,1965,1288,1,4,1
14,8,2,10600,1060,8,1938,2986,1,352,1
10,3,2,2152,215,8,1943,1444,1,509,1
1,6,2,9250,925,10,1938,1640,1,2358,2
14,8,1,3150,1575,8,1900,1498,1,392,2
9,6,1,3180,1590,8,1959,1120,1,249,2
9,5,2,3500,347,8,1955,1185,1,249,2
14,4,2,3574,357,9,1993,2408,2,157,2
14,8,1,4300,2150,8,1998,922,1,325,2
14,8,1,10234,4692,10,1890,2188,1,913,2
14,8,2,2023,202,8,1972,1496,1,187,2
1,3,2,19598,1885,10,1942,2166,1,1309,2
10,2,2,4354,722,10,1926,1275,1,453,2
14,8,1,6680,3340,9,1900,1295,1,425,2
13,7,1,4550,460,8,1973,2372,1,308,2
1,6,2,14679,1468,10,1920,1364,1,782,2
2,1,1,11570,5000,8,1920,2220,1,678,2
10,5,1,5200,2600,8,1880,1224,1,250,2
1,6,1,10000,5000,10,1949,2916,1,832,1
14,8,1,4210,2105,8,1989,1300,1,324,2
9,4,1,2520,1260,8,1890,1664,1,109,2
10,3,1,6150,2275,8,1950,3300,1,375,2
11,6,1,7400,3638,8,1966,1288,1,243,2
11,6,2,3753,375,8,1976,2319,1,132,2
1,7,2,7100,650,10,1977,964,1,422,2
3,2,2,13172,1317,10,1930,1920,1,2795,2
1,3,2,4499,450,10,1969,1784,1,878,2
10,5,2,3544,354,8,1920,1500,1,823,2
1,6,1,11948,5000,10,1900,3840,1,481,2
10,5,1,6100,2800,8,1963,1050,1,134,2
1,5,2,12990,993,10,1977,2047,1,2647,2
1,6,1,11510,5000,10,1906,1706,1,801,2
11,6,2,4610,461,8,1950,2400,1,567,2
10,3,1,8000,4000,9,2001,1200,1,536,2
10,3,1,14889,5000,8,1870,1461,1,890,2
1,3,2,4650,465,10,1928,2118,1,334,2
9,6,2,2750,275,8,1973,1600,1,75,2
10,5,2,4981,375,8,1880,892,1,701,1
10,5,2,3958,396,8,1964,1392,1,424,2
10,5,1,3425,1713,9,1955,954,1,294,2
10,5,2,6728,654,9,1930,2000,1,764,2
1,6,2,1800,180,10,1951,2435,1,193,2
10,3,1,11500,5000,8,1932,1953,1,803,2
14,8,2,8093,809,8,1996,2616,1,672,2
11,6,1,11009,2636,8,1964,1404,1,466,2
10,5,2,3940,340,8,1973,1664,1,274,2
14,8,2,4321,432,8,1925,1080,1,24,2
1,3,2,13780,1378,10,1970,2824,1,1644,2
1,3,2,8000,781,10,1972,1000,1,829,2
14,8,2,4717,472,9,1955,875,1,346,2
10,5,2,5730,573,8,1982,3944,1,378,2
14,8,1,11594,5000,8,1993,1440,1,244,2
14,8,2,9270,927,8,1997,3604,1,230,2
1,6,2,4558,456,11,1904,1554,1,305,2
9,5,2,4022,402,8,1976,1776,1,213,2
1,5,2,6803,1361,10,1950,1536,1,426,2
9,6,2,4287,429,8,1961,1040,1,126,2
11,6,1,5850,2925,8,1900,1344,1,572,1
14,8,1,8800,4400,9,1850,2200,1,159,2
10,5,2,10480,909,9,1948,1760,1,325,2
1,6,1,10000,5000,10,1940,2256,1,757,2
14,8,1,4200,2100,8,1964,960,1,58,2
11,6,2,7596,760,8,1890,1829,1,447,2
1,6,2,6040,604,11,1994,1102,1,63,1
1,6,2,14698,1402,10,1955,2274,1,4007,2
10,5,2,5000,500,8,1952,1629,1,647,2
10,3,1,10635,5000,9,1898,3600,1,628,2
14,8,2,4750,475,8,1954,1107,1,302,2
1,3,2,14985,1440,10,1856,1850,1,1990,1
1,5,2,10873,1087,10,1941,2304,1,1321,1
11,6,2,5070,507,9,1930,1680,1,1304,2
9,6,2,4969,497,8,1969,2220,1,477,2
10,5,1,1785,750,8,1969,2664,1,41,2
1,2,2,10715,1072,10,1928,2952,1,2404,1
10,5,2,5750,565,9,1959,1560,1,259,1
13,7,1,8000,2825,8,1977,2192,1,456,2
9,5,1,14753,5000,9,1900,2664,1,841,2
1,2,1,8960,4480,10,1972,2378,1,1293,2
14,8,2,2750,275,8,1968,1920,1,168,2
10,5,2,847,85,8,1900,2373,1,75,1
1,2,2,3474,347,10,1860,1803,1,667,1
1,3,2,9938,994,10,2012,2272,1,523,2
10,3,2,2088,209,8,2003,2776,1,159,2
9,6,2,11200,1120,8,1953,2640,1,650,2
1,3,1,6308,3054,10,1950,1840,1,653,1
1,3,2,6090,609,10,1960,1983,1,769,2
9,5,2,2800,280,8,1952,1008,1,318,2
10,5,1,10272,5000,10,1958,1140,1,1683,1
3,2,2,7745,775,8,1971,1120,1,115,2
10,6,1,6600,3300,8,1960,1730,2,531,2
14,8,2,152,15,8,1958,1275,1,34,2
1,6,1,3499,1400,10,1967,1031,1,554,2
3,2,2,10793,1079,8,1900,1920,1,802,2
1,6,2,4713,471,10,1954,2296,1,494,2
1,5,1,14113,6000,11,1951,2367,1,1854,2
10,3,2,5659,535,8,1955,1344,1,407,1
3,2,1,12820,5000,8,1950,2995,1,740,2
14,8,2,12718,713,8,2007,2601,1,632,2
9,5,1,6872,3436,8,1900,1812,1,1001,2
10,5,1,10800,5000,8,1953,1602,1,267,2
14,8,2,9300,930,8,1965,2854,1,735,2
10,5,2,4938,494,8,1965,2004,1,246,2
1,6,2,11500,1150,11,1910,1654,1,865,2
1,3,2,13718,1140,10,1952,3900,1,495,2
11,6,2,9500,950,8,1838,3280,1,651,2
2,1,1,7053,3407,9,1915,1540,1,903,2
14,8,2,9567,957,8,1978,1616,1,201,2
1,6,2,14017,1402,10,1977,1725,1,1074,2
10,5,2,4100,410,8,1977,1681,1,216,1
14,8,2,4500,450,8,1965,2341,1,375,2
1,3,2,18661,1529,10,1933,1593,1,1614,2
1,6,2,31140,2201,10,1908,2832,1,3339,2
14,8,2,4850,485,8,1945,1745,1,433,1
10,3,2,5373,537,8,1968,1834,1,304,2
10,5,1,13360,4955,8,2000,1624,1,985,2
1,5,1,10850,5000,10,1975,1000,1,757,2
14,8,2,5258,526,8,1975,1860,1,149,2
9,5,2,3440,344,8,1930,1056,1,243,2
10,5,1,5305,2653,8,1927,1624,1,431,2
10,5,2,6578,658,8,1955,1818,1,111,1
10,5,1,4254,2127,8,1965,960,1,552,1
1,3,1,28430,4500,10,1949,2830,1,2690,2
10,5,1,6132,3066,9,1965,1890,1,692,2
1,7,2,17297,1517,10,1910,1073,1,1356,2
1,3,2,11403,1033,10,1929,3042,1,979,2
1,8,2,5059,506,10,1950,3136,1,518,2
1,6,1,5000,2100,12,1921,1768,1,258,2
10,5,2,3706,365,8,1960,1840,1,429,2
1,1,2,8750,1660,10,2001,2688,1,1392,2
1,6,2,2863,286,11,1958,1224,1,528,2
9,5,2,1659,166,8,1923,2256,1,144,2
1,3,2,11854,580,10,1948,1640,1,659,2
11,6,1,3600,1800,8,1953,1032,1,266,1
1,5,2,10869,1087,10,1950,2320,1,241,2
10,5,1,4974,2487,8,1950,1160,1,391,1
14,8,2,2903,290,8,1986,1320,1,301,2
10,5,2,15447,1201,8,1982,2023,1,802,2
10,5,1,10850,5000,9,1940,1656,1,525,1
1,3,2,8396,840,10,1928,1677,1,1120,2
10,5,2,20000,1500,6,1986,2496,1,2576,2
10,5,2,6736,516,10,1949,1730,1,742,2
1,3,2,5369,482,10,1950,1000,1,489,2
9,5,2,5400,540,8,1957,2392,1,604,2
10,5,1,13082,6508,8,1877,2734,1,1241,2
10,5,2,6294,376,8,1940,2340,1,307,1
1,3,1,5000,2500,10,2009,936,1,267,2
1,6,2,9200,908,11,1950,2222,1,869,2
13,7,1,10050,4525,8,1903,964,1,1168,2
11,6,2,9972,977,8,1920,2028,2,699,2
10,5,2,4200,420,8,1940,2392,1,255,2
1,6,2,8638,864,10,1950,1171,1,1624,2
9,5,1,12750,3225,8,1917,2550,1,624,2
1,6,2,5760,516,10,1968,1943,1,344,2
9,5,2,2243,224,8,1960,1308,1,233,2
1,7,2,6399,545,12,1975,2327,1,863,2
10,5,2,8784,702,8,1969,2076,1,837,2
11,6,2,10442,1028,8,1965,2322,1,1458,2
10,3,2,25780,1850,8,1960,1632,1,1159,2
1,3,1,5646,2823,10,1962,2065,1,568,2
1,1,2,3833,383,10,1932,2000,1,176,1
14,8,2,4724,472,8,1940,2380,1,278,2
11,6,1,9439,4720,8,1950,1068,1,730,2
1,5,2,1980,198,11,2006,2164,1,207,2
10,5,2,10118,1012,8,1959,1715,1,740,2
11,6,2,18740,1754,6,1980,1880,1,1854,2
9,5,2,6755,391,8,1950,1872,1,328,2
15,5,2,10900,0,8,1957,1152,1,504,1
10,3,2,15138,1351,9,1901,3828,1,474,2
10,5,2,4400,440,9,1954,1440,1,160,2
1,3,1,10750,4250,10,1950,1095,1,1146,2
10,5,2,6600,655,8,1975,1774,1,776,2
10,5,2,3335,334,8,1960,1176,1,218,2
14,8,2,8491,849,8,1958,976,1,345,2
